"Station Name","Province","Latitude","Longitude","Elevation","Climate ID","WMO Identifier","TC Identifier","First Year","Last Year","HLY First Year","HLY Last Year","DLY First Year","DLY Last Year","MLY First Year","MLY Last Year"
"FRANCIS","SASKATCHEWAN","50.12","-103.92","602.60","4012720","","","1922","1982","","","1922","1982","1922","1982"
"FRANK CHANNEL","NORTHWEST TERRITORIES","62.78","-115.95","160.00","2202250","","","1974","1975","","","1974","1975","1974","1975"
"FRANKFORD MOE","ONTARIO","44.23","-77.60","114.30","6152555","","","1959","1994","","","1959","1994","1959","1994"
"FRANKLIN CENTRE","QUEBEC","45.03","-73.90","144.80","7022560","","","1954","1985","","","1954","1985","1955","1985"
"FRANZ","ONTARIO","48.47","-84.42","373.40","6052563","","","1917","1960","","","1917","1960","1917","1960"
"FRASER BROOK IHD","NOVA SCOTIA","45.33","-63.17","121.90","8201850","","","1965","1977","","","1965","1977","1966","1977"
"FRASER CAMP","BRITISH COLUMBIA","59.72","-135.05","869.00","120C036","","","1980","2008","","","1980","2008","1980","2007"
"FRASER LAKE NORTH SHORE","BRITISH COLUMBIA","54.12","-124.75","666.00","109C0L6","","","1965","1969","","","1965","1969","1965","1969"
"FRASER LAKE NORTH SHORE","BRITISH COLUMBIA","54.08","-124.85","674.00","109C0LF","","","1969","2010","","","1969","2010","1969","2007"
"FRASERWOOD","MANITOBA","50.63","-97.22","256.00","5030982","","","1969","1989","","","1969","1989","1969","1989"
"FREDERICKHOUSE LAKE DAM","ONTARIO","48.77","-80.98","283.50","6072595","","","1950","1961","","","1950","1961","1950","1961"
"FREDERICTON A","NEW BRUNSWICK","45.87","-66.53","20.70","8101500","","","1951","2012","1953","2010","1951","2012","1951","2008"
"FREDERICTON AQUATIC CENTRE C/S","NEW BRUNSWICK","45.96","-66.65","8.30","8101507","","WZF","1994","2021","2005","2021","1994","2021","1995","1998"
"FREDERICTON CDA","NEW BRUNSWICK","45.92","-66.62","39.60","8101600","","","1913","2000","","","1913","2000","1913","2000"
"FREDERICTON CDA CS","NEW BRUNSWICK","45.92","-66.61","35.10","8101605","71668","AFC","2000","2022","2004","2022","2000","2022","2000","2007"
"FREDERICTON INTL A","NEW BRUNSWICK","45.87","-66.54","20.70","8101505","71700","YFC","2010","2022","2010","2022","2010","2022","",""
"FREDERICTON UNB","NEW BRUNSWICK","45.95","-66.60","50.00","8101700","","","1871","1952","","","1871","1952","1871","1952"
"FREEMAN RIVER","ALBERTA","54.55","-115.30","821.00","306BGCQ","","","1989","2011","","","1989","2011","1989","2007"
"FRELIGHSBURG","QUEBEC","45.05","-72.87","112.80","7022580","","","1960","1965","","","1960","1965","1960","1965"
"FRELIGHSBURG","QUEBEC","45.03","-72.85","224.00","7022579","71373","WFQ","1993","2022","1994","2022","1993","2022","",""
"FRENCH CREEK","BRITISH COLUMBIA","49.35","-124.37","38.10","1023037","","","1892","1903","","","1892","1903","1892","1903"
"FRENCH R CHAUDIERE DAM","ONTARIO","46.13","-80.02","198.10","6082612","","","1969","2003","","","1969","2003","1969","2003"
"FRENCHMAN BUTTE","SASKATCHEWAN","53.58","-109.63","549.90","4042760","","","1951","1970","","","1951","1970","1951","1970"
"FRENCHMAN VALLEY","SASKATCHEWAN","49.38","-107.78","823.00","4032762","","","1973","1975","","","1973","1975","1973","1975"
"FRENCHMANS BAY","ONTARIO","43.82","-79.08","76.20","6152605","","","1959","2004","","","1959","2004","1959","2004"
"FRISCO","ALBERTA","52.45","-114.93","960.10","3012740","","","1966","1969","","","1966","1969","1966","1969"
"FRIZZLETON","NOVA SCOTIA","46.37","-60.97","","8201900","","","1916","1953","","","1916","1951","1916","1953"
"FROG LAKE RS","ALBERTA","53.77","-110.42","579.10","3012742","","","1975","1976","","","1975","1976","1975","1976"
"FRONTIER","SASKATCHEWAN","49.20","-108.57","901.00","4032766","","","1973","2008","","","1973","2008","1973","2007"
"FT MCMURRAY","ALBERTA","56.73","-111.38","252.70","3062695","","","1908","1944","","","1908","1944","1908","1944"
"FT NELSON CHURCHILL MINE","BRITISH COLUMBIA","58.48","-125.40","1528.60","1192943","","","1969","1971","","","1969","1971","1969","1971"
"FT STEELE DANDY CRK","BRITISH COLUMBIA","49.52","-115.46","856.00","1153034","","","1968","2022","","","1968","2022","1968","2007"
"FULLARTON","ONTARIO","43.38","-81.20","335.30","6142627","","","1956","1967","","","1956","1967","1956","1967"
"FULTON LAKE","BRITISH COLUMBIA","54.80","-126.30","734.60","1073040","","","1960","1961","","","1960","1961","1960","1961"
"FUNDY PARK (ALMA) CS","NEW BRUNSWICK","45.60","-64.95","42.70","8101746","71191","AFY","1993","2022","2005","2022","1993","2022","1993","2007"
"FURMAN CLARESHOLM","ALBERTA","49.97","-114.00","1295.40","3052745","","","1958","1965","","","1958","1965","1958","1965"
"GABRIOLA ISLAND","BRITISH COLUMBIA","49.15","-123.73","46.00","1023042","","","1967","2017","","","1967","2017","1967","2007"
"GADSBY","ALBERTA","52.30","-112.35","808.30","3012760","","","1953","1956","","","1953","1956","1953","1956"
"GAGETOWN 2","NEW BRUNSWICK","45.78","-66.15","33.50","8101800","","","1897","2011","","","1897","2011","1897","2006"
"GAGETOWN A","NEW BRUNSWICK","45.83","-66.43","50.60","8101792","71701","YCX","1976","2022","1976","2022","2011","2017","2011","2017"
"GAGETOWN AWOS A","NEW BRUNSWICK","45.84","-66.45","50.60","8101794","71701","YCX","2000","2022","2000","2022","2000","2022","2005","2007"
"GAGNON A","QUEBEC","51.95","-68.13","567.20","7042590","","","1965","1985","1965","1985","1965","1985","1965","1985"
"GAGNONVILLE","QUEBEC","51.97","-68.17","548.60","7042591","","","1965","1966","","","1965","1966","1965","1966"
"GAINFORD","ALBERTA","53.58","-114.72","728.50","3012762","","","1970","1970","","","1970","1970","1970","1970"
"GAINSBOROUGH","SASKATCHEWAN","49.30","-101.53","518.20","4012790","","","1973","1993","","","1973","1993","1973","1993"
"GALIANO ISL BURRILL PT","BRITISH COLUMBIA","48.87","-123.32","1.50","10130DE","","","1970","1970","","","1970","1970","1970","1970"
"GALIANO ISLAND GCC","BRITISH COLUMBIA","48.90","-123.35","15.20","1013045","","","1956","1977","","","1956","1977","1956","1977"
"GALIANO NORTH","BRITISH COLUMBIA","48.99","-123.57","6.00","10130MN","","","1975","2021","","","1975","2021","1975","2007"
"GALIANO SOUTH","BRITISH COLUMBIA","48.87","-123.32","15.20","101C04E","","","1977","1978","","","1977","1978","1977","1978"
"GALIANO SOUTH 2","BRITISH COLUMBIA","48.88","-123.35","61.00","101C0ME","","","1979","1984","","","1979","1984","1979","1984"
"GALLANTS","NEWFOUNDLAND","48.70","-58.23","143.00","8401642","","","1982","2016","","","1982","2016","1982","2006"
"GALORE CREEK","BRITISH COLUMBIA","57.12","-131.45","789.40","1203046","","","1966","1973","","","1966","1973","1966","1973"
"GALT OSMOND","ONTARIO","43.35","-80.12","269.70","6152661","","","1965","1978","","","1965","1978","1965","1978"
"GAMBIER HARBOUR","BRITISH COLUMBIA","49.44","-123.43","53.30","1043048","","","1962","2003","","","1962","2003","1962","2003"
"GAMBO","NEWFOUNDLAND","48.78","-54.21","17.00","8401651","","","1982","2006","","","1982","2006","1982","2005"
"GAMBO","NEWFOUNDLAND","48.75","-54.23","1.80","8401650","","","1957","1991","","","1957","1991","1957","1991"
"GAMEBRIDGE","ONTARIO","44.52","-79.10","236.00","611K661","","","1989","1993","","","1989","1993","1989","1993"
"GAMETI","NORTHWEST TERRITORIES","64.11","-117.33","221.00","2203359","71165","WYH","1994","2022","1994","2022","1994","2022","2005","2006"
"GAMETI A","NORTHWEST TERRITORIES","64.12","-117.31","220.70","2203365","","YRA","2014","2022","2014","2022","2018","2022","",""
"GAMETI AIRPORT","NORTHWEST TERRITORIES","64.12","-117.31","220.40","2203361","","YRA","2000","2014","2000","2013","2000","2014","2000","2007"
"GANANOQUE","ONTARIO","44.32","-76.20","79.20","6102662","","","1969","1969","","","1969","1969","1969","1969"
"GANDER AIRPORT CS","NEWFOUNDLAND","48.95","-54.57","151.00","8401705","71742","XGD","2005","2022","2005","2022","2005","2022","2005","2007"
"GANDER BAY SOUTH","NEWFOUNDLAND","49.27","-54.48","7.60","8401711","","","1983","1995","","","1983","1995","1983","1995"
"GANDER INT'L A","NEWFOUNDLAND","48.95","-54.58","151.20","8401700","71803","YQX","1937","2012","1953","2012","1937","2012","1937","2012"
"GANDER INTL A","NEWFOUNDLAND","48.94","-54.57","151.20","8401703","71803","YQX","2012","2022","2012","2022","2012","2022","",""
"GANG RANCH","BRITISH COLUMBIA","51.55","-122.33","658.00","1093052","","","1973","1990","","","1973","1990","1989","1990"
"GANGES MANSELL RD","BRITISH COLUMBIA","48.87","-123.50","45.00","1013051","","","1974","2014","","","1974","2014","1975","2007"
"GARDEN HEAD","SASKATCHEWAN","49.82","-108.57","905.30","4022800","","","1911","1972","","","1911","1972","1911","1972"
"GARDEN HILL","ONTARIO","44.03","-78.40","175.30","6152663","","","1967","1968","","","1967","1968","1967","1968"
"GARDEN RIVER","ALBERTA","58.72","-113.90","243.80","3072768","","","1973","1974","","","1973","1974","1973","1974"
"GARDEN RIVER","ALBERTA","58.71","-113.87","240.80","307KPFP","71253","WGF","1993","2020","1994","2020","1993","2020","1996","2007"
"GARDINER CREEK","ALBERTA","49.37","-114.52","1919.90","305B769","","","1998","2007","","","1998","2007","1998","2007"
"GARIBALDI","BRITISH COLUMBIA","49.98","-123.13","381.00","1043060","","","1921","1980","","","1921","1980","1921","1980"
"GARLAND","NOVA SCOTIA","45.12","-64.78","205.70","8201925","","","1964","1972","","","1964","1972","1964","1972"
"GARNISH","NEWFOUNDLAND","47.23","-55.36","10.80","8401728","","","1982","2009","","","1982","2009","1982","2005"
"GARSON","ONTARIO","46.57","-80.87","289.60","6062665","","","1962","1965","","","1962","1965","1962","1965"
"GARTHBY","QUEBEC","45.83","-71.38","251.00","7022596","","","1963","1994","","","1963","1994","1963","1994"
"GASPE","QUEBEC","48.83","-64.48","30.00","7052600","","","1895","1985","","","1895","1985","1895","1984"
"GASPE 2","QUEBEC","49.12","-64.70","26.50","7052609","","","1947","1949","","","1947","1949","1947","1949"
"GASPE A","QUEBEC","48.78","-64.48","34.10","7052601","71188","YGP","2013","2022","2013","2022","2013","2022","",""
"GASPE A","QUEBEC","48.78","-64.48","34.10","7052602","","YGP","2016","2022","2016","2022","2018","2022","",""
"GASPE A","QUEBEC","48.78","-64.48","34.10","7052605","71188","YGP","1965","2013","1965","2013","1968","2013","1968","2013"
"GASPE AIRPORT","QUEBEC","48.78","-64.48","36.00","7052603","73116","GGA","2019","2022","2019","2022","2019","2022","",""
"GATEHOUSE","SASKATCHEWAN","53.58","-106.05","","4052810","","","1959","1965","","","1959","1965","1959","1965"
"GATES STATION","BRITISH COLUMBIA","50.52","-122.52","390.20","1113072","","","1974","1994","","","1974","1994","1974","1994"
"GATESHEAD ISLAND","NUNAVUT","70.63","-100.27","20.00","2402332","71141","NGH","2011","2022","2011","2022","2011","2022","",""
"GATINEAU","QUEBEC","45.48","-75.65","48.80","7032680","","","1953","1973","","","1953","1973","1953","1973"
"GATINEAU A","QUEBEC","45.52","-75.57","64.30","7032681","","YND","1981","2012","1981","2012","","","",""
"GEIKIE RIVER","SASKATCHEWAN","57.70","-103.95","412.00","4062825","","","1985","1997","","","1985","1997","1985","1997"
"GEM","ALBERTA","50.95","-112.19","763.70","3022772","","","1989","2009","","","1989","2009","1989","2007"
"GENELLE","BRITISH COLUMBIA","49.22","-117.68","472.40","1143085","","","1962","1962","","","1962","1962","1962","1962"
"GENESEE","ALBERTA","53.35","-114.45","701.00","3012774","","","1974","1975","","","1974","1975","1974","1975"
"GENESEE RIVER","BRITISH COLUMBIA","51.67","-126.75","13.70","1063086","","","1971","1972","","","1971","1972","1971","1972"
"GENTILLY","QUEBEC","46.40","-72.37","6.10","7022700","","","1973","1975","","","1973","1975","1974","1975"
"GEORGE ISLAND","MANITOBA","52.80","-97.63","219.50","5030983","","","1965","1983","","","1965","1983","1966","1983"
"GEORGE ISLAND (AUT)","MANITOBA","52.82","-97.62","222.50","5030984","71445","WWS","1994","2022","1994","2022","1994","2022","1998","2007"
"GEORGETOWN","ONTARIO","43.65","-79.95","274.30","6152691","","","1882","1966","","","1882","1966","1882","1966"
"GEORGETOWN","PRINCE EDWARD ISLAND","46.18","-62.58","11.60","8300430","","","1874","1899","","","1874","1899","1874","1899"
"GEORGETOWN WWTP","ONTARIO","43.64","-79.88","221.00","6152695","","","1962","2022","","","1962","2022","1962","2006"
"GEORGEVILLE","QUEBEC","45.13","-72.23","266.70","7022720","","","1951","2021","","","1951","2021","1951","2018"
"GERALDTON","ONTARIO","49.70","-86.95","330.70","6042715","","","1967","1981","1967","1981","1967","1981","1967","1981"
"GERALDTON A","ONTARIO","49.78","-86.94","348.40","6042717","71834","YGQ","2015","2022","2015","2022","2015","2022","",""
"GERALDTON A","ONTARIO","49.78","-86.93","348.40","6042716","71834","YGQ","1981","2015","1981","2015","1981","2015","1981","2015"
"GERALDTON A","ONTARIO","49.78","-86.99","348.40","6042718","","YGQ","2016","2022","2016","2022","2018","2022","",""
"GERALDTON AIRPORT","ONTARIO","49.78","-86.93","340.00","6042719","73071","OGE","2018","2022","2018","2022","2018","2022","",""
"GERALDTON FORESTRY","ONTARIO","49.70","-86.87","338.30","6042723","","","1948","1969","","","1948","1969","1948","1969"
"GERALDTON ONT HYDRO","ONTARIO","49.68","-86.95","338.30","6042755","","","1950","1973","","","1950","1973","1950","1973"
"GERMANSEN LANDING","BRITISH COLUMBIA","55.79","-124.70","766.00","1183090","","","1951","2013","1953","1979","1951","2013","1951","2007"
"GERRARD","BRITISH COLUMBIA","50.50","-117.30","715.70","1143120","","","1935","1946","","","1935","1946","1935","1946"
"GETHSEMANIE","QUEBEC","50.22","-60.67","8.00","7042724","","","1965","1989","","","1965","1989","1965","1988"
"GHOST DIVERSION","ALBERTA","51.30","-115.13","1600.20","3052PP6","","","1998","2007","","","1998","2007","1998","2007"
"GHOST PINE CREEK","ALBERTA","51.65","-113.08","823.00","3022778","","","1979","1993","","","1979","1993","1979","1993"
"GHOST RS","ALBERTA","51.30","-114.93","1417.00","3052780","","","1958","1996","","","1958","1996","1958","1996"
"GIBBONS","ALBERTA","53.81","-113.17","647.10","3012P82","","","1983","2002","","","1983","2002","1983","2002"
"GIBSONS","BRITISH COLUMBIA","49.40","-123.51","62.00","1043150","","","1949","2006","","","1949","2006","1949","2006"
"GIBSONS GOWER POINT","BRITISH COLUMBIA","49.39","-123.54","34.00","1043152","","","1961","2022","","","1961","2022","1961","2007"
"GIFT LAKE LO","ALBERTA","55.90","-115.75","678.00","3072783","","","1989","2011","","","1989","2011","1989","2007"
"GILBERT PLAINS","MANITOBA","51.10","-100.47","403.90","5040985","","","1934","2016","","","1934","2016","1934","2007"
"GILBERT PLAINS 2","MANITOBA","51.17","-100.48","388.90","5040986","","","1980","1982","","","1980","1982","1980","1982"
"GILFORD","ONTARIO","44.22","-79.55","251.50","6112775","","","1959","1968","","","1959","1968","1959","1968"
"GILFORD","ONTARIO","44.20","-79.57","266.70","6112778","","","1976","1983","","","1976","1983","1976","1983"
"GILLAM","MANITOBA","56.35","-94.70","138.40","5061000","","","1943","1964","1953","1961","1943","1964","1943","1964"
"GILLAM","MANITOBA","56.36","-94.70","145.30","5060999","","WGX","1994","2022","1994","2022","1996","2022","1996","2007"
"GILLAM A","MANITOBA","56.36","-94.71","145.10","5061022","71912","YGX","2014","2022","2014","2022","2014","2022","",""
"GILLAM A","MANITOBA","56.36","-94.71","145.10","5061025","","YGX","2015","2022","2015","2022","2018","2022","",""
"GILLAM A","MANITOBA","56.36","-94.71","145.10","5061001","71912","YGX","1970","2014","1970","2014","1970","2014","1970","2014"
"GILLIES CROSSING","BRITISH COLUMBIA","53.23","-123.60","838.20","1083157","","","1974","1976","","","1974","1976","1974","1976"
"GILMOUR","ONTARIO","44.85","-77.60","309.70","6162787","","","1948","1957","","","1948","1957","1948","1956"
"GILROY CDA EPF","SASKATCHEWAN","50.83","-106.73","646.50","4022840","","","1951","1967","","","1951","1967","1951","1967"
"GILT EDGE NORTH AGCM","ALBERTA","53.07","-110.62","647.00","3012790","71791","PGE","2007","2022","2007","2022","2007","2022","",""
"GIMLI","MANITOBA","50.63","-97.02","222.80","5031038","","","1972","1991","1972","1991","1972","1991","1972","1991"
"GIMLI","MANITOBA","50.63","-97.02","222.80","5031039","","","1993","2008","","","1993","2008","1993","2007"
"GIMLI A","MANITOBA","50.63","-97.05","222.20","5031040","","","1944","1971","1953","1971","1944","1971","1944","1971"
"GIMLI CLIMATE","MANITOBA","50.63","-97.05","230.10","5031042","71748","PGH","2006","2022","2006","2022","2006","2022","2007","2007"
"GIMLI HARBOUR CS","MANITOBA","50.63","-96.98","217.00","5031041","71577","XGH","1999","2022","1999","2022","1999","2022","2006","2006"
"GIMLI INDUSTRIAL PARK","MANITOBA","50.63","-97.05","230.10","50310D0","","YGM","1992","2010","1994","2010","1992","2010","1996","2007"
"GIMLI WRB","MANITOBA","50.62","-97.03","221.00","5031043","","","1964","1964","","","1964","1964","1964","1964"
"GISCOME","BRITISH COLUMBIA","54.12","-122.27","598.90","1093165","","","1970","1971","","","1970","1971","1970","1971"
"GJOA HAVEN","NUNAVUT","68.66","-95.87","51.10","230KLLM","","","1992","1993","1992","1993","1992","1993","",""
"GJOA HAVEN A","NUNAVUT","68.64","-95.85","46.90","2302337","71597","YHK","2013","2022","2013","2022","2013","2022","",""
"GJOA HAVEN A","NUNAVUT","68.64","-95.85","46.90","2302335","","YHK","1984","2014","1984","2013","1984","2014","1984","2007"
"GJOA HAVEN A","NUNAVUT","68.64","-95.85","46.90","2302336","","YHK","2013","2022","2013","2022","","","",""
"GJOA HAVEN AWOS A","NUNAVUT","68.64","-95.85","46.90","2302338","","YHK","2008","2013","2008","2013","","","",""
"GJOA HAVEN CLIMATE","NUNAVUT","68.64","-95.85","42.30","2302340","71363","ZHK","2003","2022","2003","2022","2003","2022","2003","2007"
"GLACIER","BRITISH COLUMBIA","51.23","-117.48","1247.90","1173180","","","1892","1957","","","1892","1957","1892","1957"
"GLACIER AVALANCHE RS","BRITISH COLUMBIA","51.27","-117.50","1176.50","1173190","","","1957","1965","","","1957","1965","1957","1965"
"GLACIER NP MT FIDELITY","BRITISH COLUMBIA","51.24","-117.70","1890.00","117CA90","","","1969","2014","","","1969","2014","1969","2007"
"GLACIER NP ROGERS PASS","BRITISH COLUMBIA","51.30","-117.52","1330.00","1173191","","","1965","2014","","","1965","2014","1965","2007"
