"mcode","munnom","madr1","madr2","madr3","madr4","mcodpos","mcourriel","mweb","mtel","mfax","mdes","mgentile","regadm","divrec","mrc","mdatcons","mdatregi","msuperf","mpopul","datelec","elecmode","divter","maire","con1","con2","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30","con31","con32","con33","con34","con35","con36","con37","con38","con39","con40","con41","con42","con43","con44","con45","con46","con47","con48","con49","con50","con51","con52","con53","con54","con55","con56","con57","con58","con59","con60","con61","con62","con63","con64","con65","con66","con67","con68","con69","con70","con71","con72","con73","con74","con75","dirgen","dirsecpub","tres","gref","sectres","polic","incen","loisir","trvpub","mesurg","urban","communic","permis","batim","nd"
"69050","Elgin","933, chemin de la 2e-Concession","Elgin","933, chemin de la 2e-Concession","Elgin","J0S2E0","dg@munelgin.ca","www.municipalites-du-quebec.ca/elgin/","4502642320","4502646846","Municipalité","Elginois,oise*, elginite(ang)","Montérégie (16)","Le Haut-Saint-Laurent (69)","MRC Le Haut-Saint-Laurent (690)","1855-07-01","","69.512","399","2025-11-02","B","Sans division","Deborah Stewart","Justin Moss","James Gaw","Donald Bergevin","David Drummond","Markus Liebl","Matthew Wallace","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Guylaine Carrière","","","","Guylaine Carrière","","","","Tim Gavin","","","","Poste Vacant","",""
"62053","Entrelacs","2351, chemin d'Entrelacs","Entrelacs","2351, chemin d'Entrelacs","Entrelacs","J0T2E0","info@entrelacs.com","www.entrelacs.com","4502282529","4502284866","Municipalité","Entrelacois, oise*","Lanaudière (14)","Matawinie (62)","MRC Matawinie (620)","1860-01-01","","56.106","1003","2025-11-02","B","Sans division","Sylvain Breton","Annie Bélanger","Jeane Francoeur","Sophie Galarneau","Denis Monette","Réjean Larochelle","Sylvain Riopel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Martine Guindon","","","","Martine Guindon","","François Morin","","","Martine Guindon","","","","",""
"06025","Escuminac","13, rue de l'Église","Pointe-à-la-Garde ","13, rue de l'Église","Pointe-à-la-Garde ","G0C2M0","munescuminac@globetrotter.net","www.escuminac.org","4187885644","4187882613","Municipalité","","Gaspésie--Îles-de-la-Madeleine (11)","Avignon (06)","MRC Avignon (060)","1907-10-10","","108.928","535","2025-11-02","B","Sans division","Robert Bruce Wafer","Robert Belzile","Maxime Cellard","Léon Arseneault","Raymond Perkinson","Roch Savoie","Jean-Marc Vallée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hervé Esch","","","","Marie-Ève Nadeau","","Renaud Lebreux","","","","","","","",""
"10005","Esprit-Saint","121, rue Principale","Esprit-Saint","121, rue Principale","Esprit-Saint","G0K1A0","muni.esprit@globetrotter.net","www.municipalite.esprit-saint.qc.ca","4187792716","0000000000","Municipalité","Spiritois, oise","Bas-Saint-Laurent (01)","Rimouski-Neigette (10)","MRC Rimouski-Neigette (100)","1972-05-13","","170.515","335","2025-11-02","B","Sans division","Langis Proulx","Jean-Serge Dubé","Poste Vacant","Poste Vacant","Poste Vacant","Gaston Soucy","Maryse Lepage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Allan Baker","","","","Allan Baker","","","","","","Patrick Labrie","","Poste Vacant","",""
"77011","Estérel","115, chemin Dupuis","Estérel","115, chemin Dupuis","Estérel","J0T1E0","info@villedesterel.com","www.villedesterel.com","4502283232","4502283737","Ville","Estérellois, oise*","Laurentides (15)","Les Pays-d'en-Haut (77)","MRC Les Pays-d'en-Haut (770)","2006-01-01","","16.553","215","2025-11-02","B","Sans division","Frank Pappas","Annemarie Masson","Majorie Boyer","Debra Margles","Alexander Weil","Alain Leclerc","Charles Coulson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Luc Lafontaine","","Nadine Bonneau","","","","","","","","","","","",""
"46112","Farnham","477, rue de l'Hôtel-de-Ville","Farnham","477, rue de l'Hôtel-de-Ville","Farnham","J2N2H3","administration@ville.farnham.qc.ca","www.ville.farnham.qc.ca","4502933178","4502932989","Ville","Farnhamien, ienne*","Estrie (05)","Brome-Missisquoi (46)","MRC Brome-Missisquoi (460)","2000-03-08","","93.948","10581","2025-11-02","B","District","Patrick Melchior","Nathalie Depeault","Daniel Campbell","Sylvie Ouellette","Claude Benjamin","Olivier Surprenant","Jean-Yves Boulianne","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yves Deslongchamps","","Julie Laguë","Marielle Benoit","","","Mario Nareau","","Nicolas-Éric Vary","","","Annie Lévesque","","",""
"80005","Fassett","19, rue Gendron","Fassett","19, rue Gendron","Fassett","J0V1H0","dg@village-fassett.com","www.village-fassett.com","8194236943","8194235388","Municipalité","Fassettois, oise*","Outaouais (07)","Papineau (80)","MRC Papineau (800)","1855-07-01","","14.849","483","2025-11-02","B","Sans division","François Clermont","Gabriel Rousseau","Marcel Lavergne","Claude Joubert","Lyne Gagnon","SÉBASTIEN Tremblay","Jean-Yves Pagé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chantal Laroche","","","","Chantal Laroche","","Daniel Bisson","","Daniel Bisson","","","","Pierre Villeneuve","Pierre Villeneuve",""
"94220","Ferland-et-Boilleau","461, route 381 C.P. 260","Succ. 461, Route 381, Ferland-et-Boilleau","461, route 381 C.P. 260","Succ. 461, Route 381, Ferland-et-Boilleau","G0V1H0","dg@munfb.ca","www.ferlandetboilleau.ca","4186762282","4185443092","Municipalité","Ferboillien, ienne*","Saguenay--Lac-Saint-Jean (02)","Le Saguenay-et-son-Fjord (94)","MRC Le Fjord-du-Saguenay (942)","1978-01-01","","410.024","612","2025-11-02","B","Sans division","Hervé Simard","Grégoire Girard","Claude Paquet","CAROLINE Chayer","Janic Gagnon","Jean Simard","Samuel Choquette","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sylvie Gagnon","","","","","","Marcus Ouellet","","","","","","Poste Vacant","",""
"79097","Ferme-Neuve","125, 12e Rue","Ferme-Neuve","125, 12e Rue","Ferme-Neuve","J0W1C0","reception@munfn.ca","www.municipalite.ferme-neuve.qc.ca","8195873400","0000000000","Municipalité","Fermeneuvien, ienne*","Laurentides (15)","Antoine-Labelle (79)","MRC Antoine-Labelle (790)","1997-12-24","","876.315","2747","2025-11-02","B","Sans division","Diane Sirard","Sylvain Leduc","Sébastien Lavoie","Jean-Claude Ratelle","Richard Lévesque","Michel Venne","Yvon Forget","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bernadette Ouellette","","","","Bernadette Ouellette","","Mathieu Meilleur","Marie-Pierre Gauthier","Michel Deslauriers","Bernadette Ouellette","","","Véronique Larose","",""
"97035","Fermont","100, place Daviault","Fermont","C.P. 2010","Fermont","G0G1J0","administration@villedefermont.qc.ca","www.villedefermont.qc.ca","4182875411","4182875413","Ville","Fermontois, oise*","Côte-Nord (09)","Sept-Rivières - Caniapiscau (97)","MRC Caniapiscau (972)","1974-10-15","","503.058","2389","2025-11-02","B","Sans division","Martin St-Laurent","Bernard Dupont","Danny Bouchard","Cindy Vignola","Marco Ouellet","Daniel Bergeron","Shannon Power","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Claude Gagné","","Sandra Gagnon","Marie Philippe Couture","","","Yann Shaw","Marie-Pier Allard","","","","Marie Philippe Couture","Jimmy Morneau","",""
"95045","Forestville","1, avenue 2e","Forestville","1, avenue 2e","Forestville","G0T1E0","forestville@forestville.ca","www.forestville.ca","4185872285","4185876212","Ville","Forestvillois, oise*","Côte-Nord (09)","La Haute-Côte-Nord (95)","MRC La Haute-Côte-Nord (950)","1980-01-05","","244.425","2884","2025-11-02","B","Sans division","Micheline Anctil","Jannie Tremblay","Mario Desbiens","Richard Foster","Gina L'Heureux","Nadine Gagné","Carol Girard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tremblay Dominique","","Tremblay Dominique","Tremblay Dominique","","","Martin Bouchard","Gina  Foster","Styve Gagnon","","","","Valérie Gille","",""
"84060","Fort-Coulonge","134, rue Principale","Fort-Coulonge","134, rue Principale","Fort-Coulonge","J0X1V0","administration@fortcoulonge.qc.ca","www.fortcoulonge.qc.ca","8196832259","8196833627","Village","Coulongien, ienne*","Outaouais (07)","Pontiac (84)","MRC Pontiac (840)","1888-12-15","","3.169","1338","2025-11-02","B","Sans division","Christine Francoeur","Lucie Bertrand","Philippe Ouellet","Gaétan Graveline","Debbie Laporte","Nathalie Denault","Lise A. Romain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Naomie Rivet","","","","Naomie Rivet","","Gaétan Fortin","","Michel Ladouceur","","","","Michel Ladouceur","",""
"38047","Fortierville","198, rue de la Fabrique","Fortierville","198, rue de la Fabrique","Fortierville","G0S1J0","municipalite@fortierville.com","www.fortierville.com","8192875922","8192870322","Municipalité","Fortiervillois, oise*","Centre-du-Québec (17)","Bécancour (38)","MRC Bécancour (380)","1998-06-03","","44.632","646","2025-11-02","B","Sans division","Julie Pressé","Marc Lemay","Michel Fortier","Yannick Pressé","Éric Guillot","Maxime Guillot","James Kingston","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Annie Jacques","","","","Annie Jacques","","Sébastien Demers","","Luc Laquerre","","Amélia Croteau","","Christian Soucy","France Légaré",""
"22010","Fossambault-sur-le-Lac","145, rue Gingras","Fossambault-sur-le-Lac","145, rue Gingras","Fossambault-sur-le-Lac","G3N0K2","info@fossambault.com","www.fossambault-sur-le-lac.com","4188753133","4188753544","Ville","Fossambaugeois, oise*","Capitale-Nationale (03)","La Jacques-Cartier (22)","MRC La Jacques-Cartier (220)","1949-03-10","1974-09-28","13.742","2286","2025-11-02","B","District","Jacques Poulin","Roxane Boutet","Manon Huard","Michael Tuppert","Myriam Deroy","Emmanuelle Roy","Marcel Gaumond","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jacques Arsenault","","Jacques Arsenault","Jacques Arsenault","","","","","Daniel Coté","","","","","",""
"26005","Frampton","107, rue Sainte-Anne","Frampton","107, rue Sainte-Anne","Frampton","G0R1M0","dg@frampton.ca","www.frampton.ca","4184795363","4184795364","Municipalité","Framptonnien, ienne","Chaudière-Appalaches (12)","La Nouvelle-Beauce (26)","MRC La Nouvelle-Beauce (260)","1855-07-01","","151.729","1320","2025-11-02","B","Sans division","Jean Audet","Guy Marcoux","Claudia Labrie","Yvan Tardif","Frédéric Fournier","Gina Cloutier","Yves Roy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mélanie Parent","","","","Mélanie Parent","","Keven Giguère","Lindsay Longchamps","","","","","Danny Boutin","",""
"69010","Franklin","1670, route 202","Franklin","1670, route 202","Franklin","J0S1E0","info@municipalitedefranklin.ca","https://www.municipalitedefranklin.ca","4508272538","4508272640","Municipalité","Franklinois, oise*","Montérégie (16)","Le Haut-Saint-Laurent (69)","MRC Le Haut-Saint-Laurent (690)","1973-03-31","","112.761","1736","2025-11-02","B","Sans division","Yves Métras","Marc-André Laberge","Lyne Mckenzie","Simon Brennan","Mark Blair","Nathaniel St-Pierre","Éric Payette","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Louis-Alexandre Monast","","","","Louis-Alexandre Monast","","George Ocenas","Poste vacant","","","","Guylaine Durocher","","",""
"96015","Franquelin","14, rue des érables C.P. 10","Franquelin","14, rue des érables C.P. 10","Franquelin","G0H1E0","directiongenerale@municipalitefranquelin.ca","www.municipalitefranquelin.ca","4182961406","4182966946","Municipalité","Franquelinois, oise*","Côte-Nord (09)","Manicouagan (96)","MRC Manicouagan (960)","1978-01-01","","521.998","285","2025-11-02","B","Sans division","Steeve Grenier","Cathy Dufour","Éric Mansour","Sandra Grenier Cyr","Victor Hamel","Pierre Bourque-Bureau","Roger Levesque","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Martine Morin","","","","Martine Morin","","","","","Victor Hamel","","","Gilles Dubuc","",""
"46010","Frelighsburg","2, place de l'Hôtel-de-Ville","Frelighsburg","2, place de l'Hôtel-de-Ville","Frelighsburg","J0J1C0","direction@frelighsburg.ca","frelighsburg.ca","4502985133","4502985557","Municipalité","Frelighsbourgeois, oise*","Estrie (05)","Brome-Missisquoi (46)","MRC Brome-Missisquoi (460)","1985-09-28","","124.011","1252","2025-11-02","B","Sans division","Lucie Dagenais","Gilles Prairie","Bob Lussier","Marie Claude Aubin","Josiane Martel-Ouellet","Catherine Marsan-Loyer","Stéphanie Dalpé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sergey Golikov","","","Anne Pouleur","Poste Vacant","","Patrick Cournoyer","","","","","Judith Lauriault-lagacé","","Julien Dulude",""
"30025","Frontenac","2430, rue Saint-Jean","Frontenac","2430, rue Saint-Jean","Frontenac","G6B2S1","adm@municipalitefrontenac.qc.ca","www.municipalitefrontenac.qc.ca","8195833295","8195830855","Municipalité","Frontenacois, oise*","Estrie (05)","Le Granit (30)","MRC Le Granit (300)","1882-01-01","","244.55","1781","2025-11-02","B","District","Gaby Gendron","Lucie Boulanger","Mélanie Martineau","René Pépin","Sonya Provost","Andy Maheux","Marcel Pépin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bruno Turmel","","","","Bruno Turmel","","Denis Godin","Mélanie Martineau","","","","","Richard Giguère","",""
"85055","Fugèreville","33B, rue Principale","Fugèreville","33B, rue Principale","Fugèreville","J0Z2A0","dg.fugereville@mrctemiscamingue.qc.ca","","8197483241","8197482422","Municipalité","Fugèrevillois, oise*","Abitibi-Témiscamingue (08)","Témiscamingue (85)","MRC Témiscamingue (850)","1904-02-05","","169.147","331","2025-11-02","B","Sans division","André Pâquet","Lise Roy","Michel Roy","Jonathan Bérard","yvon Racine","Gaétane Cloutier","Maryse Racine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Claudette Lachance","","","","Claudette Lachance","","Jean-Luc Paquet","","","André Pâquet","","","Poste vacant","",""
